Wifi bắt yếu nên gọi video hay chập_chờn. Tuy_nhiên, Nhân_viên tư_vấn có tâm và nói chuyện dễ chịu.	Service	1	1
Không đúng size đặt size l gửi size s bé tẹo mặc kiểu gì; còn quan trọng là giá phù hợp	Price	1	1
màu hơi nhạt so với hình , nhưng với số tiền như_vậy thì mình cảm_thấy ok lắm	General	1	1
áo rất dày_dặn , đường may cẩn_thận , quần cũng khá oke	Fashion	1	1
thời_gian_ship thì được báo trước rõ nên nhận hàng thuận tiện, nhìn chung đáng khen	Ship	1	1
Giá phù hợp,sản phẩm nhỏ gọn, máy mượt, thiết kế đẹp. Máy chạy ứng dụng tốt, bắt wifi tốt, IOS đọc báo rất mượt, font chữ đẹp, màu sắc tươi tắn . Pin Xài lâu. Bảo hành ok	Price	1	1
Giày đi êm chân và phối đồ dễ. Tuy_nhiên, Giá cao hơn mặt_bằng chung khá nhiều.	Fashion	1	1
Giày đi êm chân và phối đồ dễ. Trái_lại, Giá_tiền bị đội lên khá cao.	Fashion	1	1
Vải hơi thô và mặc bí người. Xét_về_mặt_khác, Tầm_giá khá hợp_lý cho nhu_cầu cơ_bản.	Price	1	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng, nhưng giá cao gấp đôi các cửa_hàng khác	App	1	1
cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng	App	1	1
Sao dạo này app lag quá nhưng với giá rẻ như thế này thì nói thật lúc đầu mình cũng không hy_vọng gì quá nhiều	App	0	0
Giá tốt. Máy tương đối. Pin cũng tạm oki. Sạc ổn. Cảm ứng bình thường. Cấu hình phù hợp từ nhân viên văn phòng bình thường, sinh viên. Không nên cài nhiều lớp bảo mật, dễ bị lag. Màn hình to rõ. Màu sắc oki.
Kết luận : có thể mua làm món quà tặng được. (Đã Mượn máy của người bạn test mấy ngày) =>> còn mình dự định mua s20 đây.	Electronics	0	0
Chất lượng tuyệt vời với tầm giá 9tr. Vân tay và nhận diện khuôn mặt cực nhạy. Chụp ảnh thì khỏi bàn cải.	Electronics	1	1
bàn_phím y mẫu . s tư_vấn nhiệt_tình . ok	Electronics	1	1
Quá đã tiền nào của đó nhé mấy bạn máy quá em nhân viên phục vụ quá nhiệt tình luôn cảm ơn thế giới di động	Price	1	1
Quá đã tiền nào của đó nhé mấy bạn máy quá em nhân viên phục vụ quá nhiệt tình luôn cảm ơn thế giới di động	Electronics	1	1
app dễ tìm_kiếm cây_chổi mà mình cần mua sẽ tiếp_tục ủng_hộ	App	1	1
Máy lướt mượt, cấu hình mạnh trong tầm giá, camera chụp hình rõ... tin tưởng ViVO	Electronics	1	1
Sao dạo này app lag quá, nhưng oki nha giá rẻ	App	0	0
Sản phẩm tốt phục vụ chu đáo 
Mà a cho em hỏi máy_hút_bụi này có hỗ trợ xạc không dây không anh	Electronics	1	1
Áo mặc vào bị rộng vai và lệch dáng. Tuy_nhiên, Tầm_giá này mua khá hời.	Price	1	1
Đường_may gọn nên tổng thể nhìn khá chỉn_chu. Bù_lại, Phí_ship đắt làm mình chùn tay.	Fashion	1	1
hàng mới về xong thì thấy shop up áo hạc xanh đẹp qtqđ , thặc đắng lòng tại_sao shop không up em nó sớm hơn hụ hụ	General	1	1
Sản phẩm đẹp hiệu năng chưa trải nghiệm hết nên chưa biết. Nhân viên khỏi nói. Vui tính.nhiệt tình.tận tâm với khách hàng.Mới lấy máy lúc tối tại ĐMX _ TL43 _ Bình Chiểu (đối diện ủy ban)
Bạn trang nhân viên xinh gái vui tính nhiẹt tình.
Thích bạn ấy mất cơ.hihi	Electronics	1	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng, nhưng so với giá 400k là đắt	App	1	1
mua 2 linh_kiện_điện_tử lại còn được giảm_giá	Electronics	1	1
Áo lên form gọn và mặc khá tôn dáng. Bù_lại, Phí_ship đắt làm mình chùn tay.	Fashion	1	1
phần_mềm shopee giúp tôi tiếc_kiệm được rất nhiều thời_gian và tiện_lợi nhiều hơn khi mua hàng	App	1	1
Mình mới mua iPhone 8plus128gd hôm 13/9/2020 tại cửa hàng 64A đường Nguyễn văn tiết tp thuận an tỉnh bình dương . Nhân viên phục vụ chu đáo dễ thương  . Máy thì quá OK vừa túi tiền	Service	1	1
Theo e đánh giá máy tốt .mở 4g từ 6h30 tối .em lên Youtube xem đến 5h30 sáng cáp_sạc còn khoãn 33% .game liên quân .pubg Mobi .rất mượn .chụp hình e ko xài .chỉ yêu game thôi .máy như thế quá ngon rồi .còn mấy bạn thấy sao mình ko bít .máy mình ko cập nhật hệ thông .còn nguyên zin zin y xì	Electronics	1	1
Sản phẩm xài ok trong tầm giá, còn đc tặng tai nghe, pin rất trâu đc 2 ngày, cài aurora store là đầy đủ ứng dụng như chplay nha, còn youtube thì cài bằng youtube vance	Electronics	1	1
shop uy_tín từ a tới vậy	Service	1	1
cảm_ơn tiki chiếc app xịn nhất trong máy của mình	App	1	1
Wifi bắt ổn nên xem video không bị đứt nhưng phục_vụ lạnh_nhạt nên trải_nghiệm rất tụt mood.	Electronics	1	1
Mượt, phiên bản gold rất sang, nhân viên tại Tgdd tại Nha Trang lại tư vấn nhiệt tình	Service	1	1
y hình luôn	General	1	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng, nhưng phải nói samsung giá cao hơn cái Xiaomi 5plus	App	1	1
bên_ship khá ổn, khâu giao trơn tru, vậy là ổn	Ship	1	1
Giá hợp lý những ai đánh liên quân nên xem bàn_phím này dù k bật đc hd+ nhưng k bị giật lag nha	Electronics	1	1
shop cứ bán hàng y hình_thế này thì sẽ ủng_hộ nhiều !	Service	1	1
shop cứ bán hàng y hình_thế này thì sẽ ủng_hộ nhiều !	General	1	1
mua cây_chổi shop mấy lần rồi vẫn rất hài_lòng	Service	1	1
Giá rẽ,pin trâu,sóng mạnh,chử rất to phù hợp với người lớn tuổi.loa to nhưng loa trong và ngoài chung nên nói chuyện ai củng nghe dù bật loa trong. Đèn pin thì to siêu sáng luôn. Nhân viên dmx buôn trấp_ daklak rất nhiệt tình vui vẽ. Rất hài lòng khi mua sớm tại dmx.	Service	1	1
Máy nokia 2.3 này rất tuyệt vời trong tâm giá. Bắt sóng khoe, pin trâu, câu hình tuy thấp những sai rất ok ...	Electronics	1	1
Đã sử dụng máy máy mượt cam hơi ảo tí nhưng mình thấy đáng mua trong tầm giá pin trâu cuc kì	Price	1	1
Đã sử dụng máy máy mượt cam hơi ảo tí nhưng mình thấy đáng mua trong tầm giá pin trâu cuc kì	Electronics	1	1
Giày đi êm chân và phối đồ dễ nhưng giá_tiền bị đội lên khá cao.	Fashion	1	1
Giá phù hợp,sản phẩm nhỏ gọn, máy mượt, thiết kế đẹp. Máy chạy ứng dụng tốt, bắt wifi tốt, IOS đọc báo rất mượt, font chữ đẹp, màu sắc tươi tắn . Linh_kiện_điện_tử Xài lâu. Bảo hành ok	Price	1	1
phom rất ôm dáng độ dài lại vừa đẹp mặc lên tôn dáng vô_cùng	Fashion	1	1
Mình mua s 20 sai mới thư điều ok .chạy rất muoc.đáng sợ tiền mua.có pin hỏi mầu hết.cho 5 sau	Electronics	1	1
đêm_hôm vẫn trả_lời tin nhắn khách	Service	1	1
Cá_nhân mik thì mik thấy app này khá tiện_lợi và rất đa_dạng vật_dụng, nhưng quá buồn cho một cái giá cao	App	1	1
Sản phẩm tốt, nhưng do miui chưa được tối ưu cho mi note 10 lite nên sẽ có hiện tượng cảm ứng bị đơ lag. mình đã thử thêm ứng dụng đơ vào chế độ game turbo thì không bị đơ cảm ứng của ứng dụng đấy nữa, bạn nào gặp tình trạng này có thể thử. mong TGDD sớm phản hồi lại với bên bảo hành để sớm có bản cập nhật phần mềm xử lý ạ	Service	1	1
Sản phẩm tốt, nhưng do miui chưa được tối ưu cho mi note 10 lite nên sẽ có hiện tượng cảm ứng bị đơ lag. mình đã thử thêm ứng dụng đơ vào chế độ game turbo thì không bị đơ cảm ứng của ứng dụng đấy nữa, bạn nào gặp tình trạng này có thể thử. mong TGDD sớm phản hồi lại với bên bảo hành để sớm có bản cập nhật phần mềm xử lý ạ	App	1	1
Sao dạo này app lag quá nhưng chất vải siêu ưng_ý , form đầm đẹp , nói_chung giá 175k mình thấy rẻ cực	App	0	0
Wifi bắt ổn nên xem video không bị đứt. Xét_về_mặt_khác, Tư_vấn qua loa nên càng hỏi càng rối.	Electronics	1	1
rất cảm_ơn lazada đã tạo ra phần_mềm này để thuận_tiện mua_sắm với nhiều chính_sách ưu_đãi dịch_vụ chăm_sóc khách_hàng tốt tôi rất hài_lòng	App	1	1
